prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
145-2-000031,이천마을 공영주차장,공영,노외,,부산광역시 기장군 일광읍 이천리 930-1,18,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,부산광역시 기장군청 교통행정과,051-709-2486,35.26759332,129.2360645,Y,2026-04-16,3400000,부산광역시 기장군
145-2-000030,기장시장 공영주차장,공영,노외,부산광역시 기장군 기장읍 읍내로94번길 9,부산광역시 기장군 기장읍 대라리 427,216,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,,8000,160000,신용카드,,부산광역시 기장군 도시관리공단,051-792-4995,35.24419336,129.2149936,Y,2026-04-16,3400000,부산광역시 기장군
144-1-000007,동영공업주변,공영,노상,부산광역시 사상구 학장로95번길 51,부산광역시 사상구 학장동 748-1,414,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14084027,128.9752151,,2026-04-16,3390000,부산광역시 사상구
144-1-000008,공영주차장(주례역),공영,노상,부산광역시 사상구 가야대로 288,부산광역시 사상구 주례동 506,8,2,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,300,10,300,,8000,160000,현금,,부산광역시 사상구청,051-310-4515,35.15000861,129.0040872,,2026-04-16,3390000,부산광역시 사상구
144-1-000009,공영주차장(사상초등학교),공영,노상,부산광역시 사상구 운산로 81,부산광역시 사상구 덕포동 752-3,25,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.1676053,128.9851336,,2026-04-16,3390000,부산광역시 사상구
144-1-000010,공영주차장(사상전화국),공영,노상,부산광역시 사상구 가야대로176번길 53,부산광역시 사상구 학장동 281-9,208,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14712995,128.9915395,,2026-04-16,3390000,부산광역시 사상구
144-1-000011,해표사료주변,공영,노상,부산광역시 사상구 새벽시장로9번길 28,부산광역시 사상구 감전동 127-1,69,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15725882,128.9754935,,2026-04-16,3390000,부산광역시 사상구
144-1-000012,공영주차장(신일금속),공영,노상,부산광역시 사상구 장인로77번길 116,부산광역시 사상구 학장동 723-1,384,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14700812,128.9789585,,2026-04-16,3390000,부산광역시 사상구
144-1-000013,모라1동행정복지센터주변,공영,노상,부산광역시 사상구 백양대로 949-7,부산광역시 사상구 모라동 1347-4,105,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.19091357,128.9912597,,2026-04-16,3390000,부산광역시 사상구
144-1-000014,삼락재첩거리주변,공영,노상,부산광역시 사상구 낙동대로1518번길 33,부산광역시 사상구 삼락동 70-21,135,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.19343902,128.9858334,,2026-04-16,3390000,부산광역시 사상구
144-1-000015,엄궁외식1번가주변,공영,노상,부산광역시 사상구 농산물시장로 36,부산광역시 사상구 엄궁동 652-7,73,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.12658641,128.9670652,,2026-04-16,3390000,부산광역시 사상구
144-1-000016,학장동행정복지센터주변,공영,노상,부산광역시 사상구 학감대로147번길 11,부산광역시 사상구 학장동 386-1,110,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14410084,128.9873097,,2026-04-16,3390000,부산광역시 사상구
144-1-000017,동서고가도로밑주변,공영,노상,부산광역시 사상구 백양대로445번길 2,부산광역시 사상구 주례동 394,87,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15248721,129.0028664,,2026-04-16,3390000,부산광역시 사상구
144-1-000018,동신운수옆복개공영주차장,공영,노상,부산광역시 사상구 가야대로230번길 3,부산광역시 사상구 주례동 1160-53,91,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14963302,128.9977998,,2026-04-16,3390000,부산광역시 사상구
144-1-000019,주례오거리공영주차장,공영,노상,부산광역시 사상구 가야대로255번길 17,부산광역시 사상구 주례동 437-1,55,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15133904,129.0010988,,2026-04-16,3390000,부산광역시 사상구
144-1-000020,감전중천주변,공영,노상,부산광역시 사상구 새벽시장로56번가길 63,부산광역시 사상구 감전동 150-1,189,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15409387,128.9770409,,2026-04-16,3390000,부산광역시 사상구
144-1-000021,유진맨션건너편,공영,노상,부산광역시 사상구 모라로 39,부산광역시 사상구 모라동 651-39,151,4,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.1910413,128.9869951,,2026-04-16,3390000,부산광역시 사상구
144-1-000022,주례새마을금고주변,공영,노상,부산광역시 사상구 사상로 19,부산광역시 사상구 주례동 693-1,40,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15111194,128.9980202,,2026-04-16,3390000,부산광역시 사상구
133-1-000001,토토볼링장앞,공영,노상,부산광역시 영도구 대평남로 7,부산광역시 영도구 대평동1가 162-1,24,2,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,300,10,300,600,8000,90000,현금,,부산광역시 영도구청,051-419-4552,35.08990647,129.0357324,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000002,선용품유통센터앞,공영,노상,부산광역시 영도구 남항로 26,부산광역시 영도구 남항동2가 273-1,26,2,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,300,10,300,600,8000,90000,현금,,부산광역시 영도구청,051-419-4552,35.08909927,129.0392675,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000003,남항방파제,공영,노상,부산광역시 영도구 남항서로 52,부산광역시 영도구 남항동3가 141-37,119,3,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,200,10,200,600,4700,50000,현금,,부산광역시 영도구청,051-419-4552,35.08558483,129.034834,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000004,절영해안산책로앞,공영,노상,부산광역시 영도구 해안산책길 52,부산광역시 영도구 영선동4가 186-101,102,3,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,200,10,200,600,4700,50000,현금,,부산광역시 영도구청,051-419-4552,35.0811807,129.0412093,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000005,봉래동물양장,공영,노상,부산광역시 영도구 봉래나루로 79,부산광역시 영도구 봉래동1가 1,48,2,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,300,10,300,600,8000,90000,현금,,부산광역시 영도구청,051-419-4552,35.09453741,129.0387845,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000006,인제병원앞,공영,노상,부산광역시 영도구 절영로 6,부산광역시 영도구 봉래동1가 91-12,25,2,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,300,10,300,600,8000,90000,현금,,부산광역시 영도구청,051-419-4552,35.09366223,129.0403349,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000008,해양로변,공영,노상,부산광역시 영도구 해양로 155,부산광역시 영도구 청학동 1-54,22,4,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,100,10,100,600,2400,30000,현금,,부산광역시 영도구청,051-419-4552,35.09221782,129.0704607,Y,2026-04-17,3280000,부산광역시 영도구
133-1-000009,태종보세장치장옆,공영,노상,부산광역시 영도구 해양로195번길 10,부산광역시 영도구 동삼동 201-21,56,4,요일제,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,10,100,10,100,600,2400,30000,현금,,부산광역시 영도구청,051-419-4552,35.08872459,129.0727985,Y,2026-04-17,3280000,부산광역시 영도구
141-4-000024,강서주차장,민영,노외,,부산광역시 강서구 대저2동 1873-2,30,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18416187,128.9584447,,2026-04-16,3360000,부산광역시 강서구
141-4-000025,보광주차장 3,민영,노외,,부산광역시 강서구 대저2동 1875-2,12,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18362715,128.9582058,,2026-04-16,3360000,부산광역시 강서구
141-4-000026,신흥주차장,민영,노외,,부산광역시 강서구 대저2동 1884-2,170,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18224522,128.9576049,,2026-04-16,3360000,부산광역시 강서구
141-4-000027,우현주차장,민영,노외,,부산광역시 강서구 대저2동 2021-6,34,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17994616,128.9557464,,2026-04-16,3360000,부산광역시 강서구
141-4-000028,가가주차장,민영,노외,부산광역시 강서구 공항앞길 9,부산광역시 강서구 대저2동 2027-2,22,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17987053,128.9544302,,2026-04-16,3360000,부산광역시 강서구
141-4-000029,발렛주차장,민영,노외,부산광역시 강서구 공항앞길13번길 37,부산광역시 강서구 대저2동 2032-7,15,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17867362,128.9550364,,2026-04-16,3360000,부산광역시 강서구
141-4-000030,국제주차장,민영,노외,,부산광역시 강서구 대저2동 2037,64,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17782587,128.9561812,,2026-04-16,3360000,부산광역시 강서구
141-4-000031,부산주차장,민영,노외,부산광역시 강서구 공항앞길13번길 12,부산광역시 강서구 대저2동 2058-3,54,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17949883,128.954233,,2026-04-16,3360000,부산광역시 강서구
141-4-000032,차차주차장,민영,노외,부산광역시 강서구 공항앞길13번길 8,부산광역시 강서구 대저2동 2058-5,30,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17975562,128.9540415,,2026-04-16,3360000,부산광역시 강서구
141-4-000033,VIP주차장(B동),민영,노외,,부산광역시 강서구 대저2동 2062-1번지,150,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18026547,128.9536905,,2026-04-16,3360000,부산광역시 강서구
141-4-000034,강동주차장,민영,노외,,부산광역시 강서구 대저2동 2078,118,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17921199,128.9519624,,2026-04-16,3360000,부산광역시 강서구
141-4-000035,동해주차장,민영,노외,,부산광역시 강서구 대저2동 2080-9,13,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.17950219,128.9532226,,2026-04-16,3360000,부산광역시 강서구
144-1-000001,감전중고차시장주변,공영,노상,부산광역시 사상구 학감대로221번길 26,부산광역시 사상구 감전동 156-1,97,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15130434,128.9886787,,2026-04-16,3390000,부산광역시 사상구
144-1-000002,감전시장주변,공영,노상,부산광역시 사상구 대동로 303,부산광역시 사상구 감전동 132-7,102,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.15465512,128.9861379,,2026-04-16,3390000,부산광역시 사상구
144-1-000003,파라곤호텔주변,공영,노상,부산광역시 사상구 광장로 34,부산광역시 사상구 괘법동 565-6,55,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.16190916,128.9804382,,2026-04-16,3390000,부산광역시 사상구
144-1-000004,학장지구대주변,공영,노상,부산광역시 사상구 대동로 205,부산광역시 사상구 학장동 242-1,194,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14614847,128.9845727,,2026-04-16,3390000,부산광역시 사상구
144-1-000005,한국강관주변,공영,노상,부산광역시 사상구 장인로17번길 78,부산광역시 사상구 감전동 949-7,327,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.14764235,128.9730052,,2026-04-16,3390000,부산광역시 사상구
144-1-000006,위생처리장주변,공영,노상,부산광역시 사상구 낙동대로943번길 157,부산광역시 사상구 감전동 509-11,214,4,미시행,평일+토요일,08:00,20:00,08:00,15:00,00:00,00:00,유료,10,100,10,100,,2400,30000,현금,,부산광역시 사상구청,051-310-4515,35.13710101,128.9686434,,2026-04-16,3390000,부산광역시 사상구
141-4-000020,삼천리주차장,민영,노외,,부산광역시 강서구 대저2동 1846-3,200,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18140746,128.955677,,2026-04-16,3360000,부산광역시 강서구
141-4-000021,광남주차장,민영,노외,부산광역시 강서구 공항진입로 36,부산광역시 강서구 대저2동 1858-1,245,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18177187,128.9541601,,2026-04-16,3360000,부산광역시 강서구
141-4-000022,광남주차장,민영,노외,,부산광역시 강서구 대저2동 1858-1,245,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18176269,128.9541709,,2026-04-16,3360000,부산광역시 강서구
141-4-000023,장기주차장,민영,노외,,부산광역시 강서구 대저2동 1873-2,35,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.18416187,128.9584447,,2026-04-16,3360000,부산광역시 강서구
141-4-000004,우리들주차장,민영,노외,,부산광역시 강서구 녹산동 1277-9,11,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.11904561,128.8905371,,2026-04-16,3360000,부산광역시 강서구
141-4-000005,동양주차장,민영,노외,,부산광역시 강서구 녹산동 92-1,20,기타,미시행,평일+토요일+공휴일,09:30,23:59,09:30,23:59,09:30,23:59,유료,10,,,,,,,,,부산광역시 강서구청,,35.11986081,128.8965902,,2026-04-16,3360000,부산광역시 강서구
